siren,siret,dateCreationEtablissement,trancheEffectifsEtablissement,denominationUniteLegale,nomenclatureActivitePrincipaleUniteLegale,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,adresse,nom,location,point,latitude,longitude,altitude
606620466,60662046600015,1966-01-01,32,PERROTTON,NAFRev2,900,,AV,DE PONTCHY,74130,BONNEVILLE,,25.62A,"Perrotton, 900  Av De Pontchy, 74130 Bonneville",Perrotton Bonneville,"900 Avenue de Pontchy, 74130 Bonneville, France","(46.066107, 6.4015685, 0.0)",46.066107,6.4015685,0.0
301520920,30152092000010,1900-01-01,42,TEFAL,NAFRev2,15,,AV,DES ALPES,74150,RUMILLY,,25.99A,"Tefal, 15  Av Des Alpes, 74150 Rumilly",Tefal Rumilly,"15 Avenue des Alpes, 74150 Rumilly, France","(45.8522469, 5.955322799999999, 0.0)",45.8522469,5.955322799999999,0.0
379208077,37920807700022,1992-07-15,32,CEREAL PARTNERS FRANCE,NAFRev2,5,,RUE,DU MONT BLANC,74150,RUMILLY,,10.61B,"Cereal Partners France, 5  Rue Du Mont Blanc, 74150 Rumilly",Cereal Partners Rumilly,"5 Rue du Mont Blanc, 74150 Rumilly, France","(45.8608635, 5.9507153, 0.0)",45.8608635,5.9507153,0.0
325720720,32572072000011,1957-01-01,42,STAUBLI FAVERGES,NAFRev2,nan,,,PLE ROBERT STAUBLI,74210,FAVERGES-SEYTHENEX,,28.99B,"Staubli Faverges,   Ple Robert Staubli, 74210 Faverges-Seythenex",Staubli Faverges-Seythenex,"Place Robert Staubli, 74210 Faverges, France","(45.751149, 6.293148, 0.0)",45.751149,6.293148,0.0
325520898,32552089800058,2000-05-06,41,FOURNIER,NAFRev2,18,,RUE,DES VERNAIES,74230,THONES,FOURNIER - PERENE - DOMACTIS - DELPHY,31.02Z,"Fournier, 18  Rue Des Vernaies, 74230 Thones",Fournier Thones,"18 Rue des Vernaies, 74230 Thônes, France","(45.8970492, 6.2971745, 0.0)",45.8970492,6.2971745,0.0
539501205,53950120500022,2012-04-01,32,DELPHARM GAILLARD,NAFRev2,33,,RUE,DE L INDUSTRIE,74240,GAILLARD,,21.20Z,"Delpharm Gaillard, 33  Rue De L Industrie, 74240 Gaillard",Delpharm Gaillard,"33 Rue de l'Industrie, 74240 Gaillard, France","(46.1831869, 6.2157424, 0.0)",46.1831869,6.2157424,0.0
706580149,70658014900179,2014-01-01,32,BAYER HEALTHCARE SAS,NAFRev2,33,,RUE,DE L INDUSTRIE,74240,GAILLARD,,21.20Z,"Bayer Healthcare Sas, 33  Rue De L Industrie, 74240 Gaillard",Bayer Healthcare Sas Gaillard,"33 Rue de l'Industrie, 74240 Gaillard, France","(46.1825704, 6.2167831, 0.0)",46.1825704,6.2167831,0.0
35650167,3565016700089,1986-10-28,32,AMPHENOL SOCAPEX,NAFRev2,nan,,LD,PROMENADE DE L'ARVE,74300,THYEZ,,26.11Z,"Amphenol Socapex,  Ld Promenade De L'Arve, 74300 Thyez",Amphenol Socapex Thyez,"948 Prom. de l'Arve, 74300 Thyez, France","(46.07677839999999, 6.528885799999999, 0.0)",46.07677839999999,6.528885799999999,0.0
303970230,30397023000122,1986-11-03,41,SOMFY ACTIVITES SA,NAFRev2,50,,AV,DU NOUVEAU MONDE,74300,CLUSES,,27.11Z,"Somfy Activites Sa, 50  Av Du Nouveau Monde, 74300 Cluses",Somfy Activites Sa Cluses,"50 Avenue du Nouveau Monde, 74300 Cluses, France","(46.0570398, 6.5767552, 0.0)",46.0570398,6.5767552,0.0
303970230,30397023000205,1993-09-01,32,SOMFY ACTIVITES SA,NAFRev2,400,,AV,DE LA REPUBLIQUE,74300,CLUSES,,27.11Z,"Somfy Activites Sa, 400  Av De La Republique, 74300 Cluses",Somfy Activites Sa Cluses,"400 Avenue de la République, 74300 Cluses, France","(46.0603427, 6.5681921, 0.0)",46.0603427,6.5681921,0.0
837941459,83794145900021,2018-06-27,32,FRANCK&PIGNARD TECHNOLOGY,NAFRev2,190,,RUE,DES CHENES,74300,THYEZ,,25.62A,"Franck&Pignard Technology, 190  Rue Des Chenes, 74300 Thyez",Franck&Pignard Technology Thyez,"190 Allée des Chênes, 74300 Thyez, France","(46.07951689999999, 6.517288499999999, 0.0)",46.07951689999999,6.517288499999999,0.0
325820751,32582075100080,1985-09-01,41,SALOMON SAS,NAFRev2,14,,CHE,DES CROISELETS,74370,EPAGNY METZ-TESSY,,32.30Z,"Salomon Sas, 14  Che Des Croiselets, 74370 Epagny Metz-Tessy",Salomon Sas Epagny Metz-Tessy,"14 chemin des Croiselets, 74370 Epagny Metz-Tessy, France","(45.9367119, 6.1201158, 0.0)",45.9367119,6.1201158,0.0
325821072,32582107200056,1900-01-01,32,NTN-SNR ROULEMENTS,NAFRev2,nan,,RTE,DU CHAMP FARCON,74370,ARGONAY,,28.15Z,"Ntn-Snr Roulements,  Rte Du Champ Farcon, 74370 Argonay",Ntn-Snr Roulements Argonay,"114 Route de Champ Farcon, 74370 Argonay, France","(45.93926270000001, 6.134115800000001, 0.0)",45.93926270000001,6.134115800000001,0.0
712042456,71204245600129,1900-01-01,32,DASSAULT AVIATION,NAFRev2,nan,,AV,MARCEL DASSAULT,74370,ARGONAY,,30.30Z,"Dassault Aviation,  Av Marcel Dassault, 74370 Argonay",Dassault Aviation Argonay,"Avenue Marcel Dassault, 74370 Pringy, France","(45.949332, 6.1587521, 0.0)",45.949332,6.1587521,0.0
797080850,79708085000069,1900-01-01,42,SA EAUX MINERALES EVIAN,NAFRev2,nan,,RUE,DES VIGNES ROUGES,74500,PUBLIER,USINE EVIAN,11.07A,"Sa Eaux Minerales Evian,  Rue Des Vignes Rouges, 74500 Publier",Sa Eaux Minerales Evian Publier,"Rhone-Alpes, Rue des Vignes Rouges, 74500 Publier, France","(46.3917584, 6.514269499999999, 0.0)",46.3917584,6.514269499999999,0.0
440139772,44013977200048,2003-04-01,32,LABORATOIRES GALDERMA,NAFRev2,nan,,,ZI-MONTDESIR,74540,ALBY-SUR-CHERAN,,21.20Z,"Laboratoires Galderma,   Zi-Montdesir, 74540 Alby-Sur-Cheran",Laboratoires Galderma Alby-Sur-Cheran,"ZI de Montdésir, 74540 Alby-sur-Chéran, France","(45.8208182, 6.0134805, 0.0)",45.8208182,6.0134805,0.0
325821072,32582107200031,1900-01-01,41,NTN-SNR ROULEMENTS,NAFRev2,13,,RUE,DE LA VALLEE,74600,ANNECY,,28.15Z,"Ntn-Snr Roulements, 13  Rue De La Vallee, 74600 Annecy",Ntn-Snr Roulements Annecy,"13 Rue de la Vallée, 74600 Seynod, France","(45.8881611, 6.0872521, 0.0)",45.8881611,6.0872521,0.0
605620442,60562044200034,2007-04-02,32,ETABLISSEMENTS ANTHOGYR,NAFRev2,2237,,AV,ANDRE LASQUIN,74700,SALLANCHES,,32.50A,"Etablissements Anthogyr, 2237  Av Andre Lasquin, 74700 Sallanches",Etablissements Anthogyr Sallanches,"2237 Avenue André Lasquin, 74700 Sallanches, France","(45.95884419999999, 6.6316874, 0.0)",45.95884419999999,6.6316874,0.0
325821072,32582107200049,1900-01-01,32,NTN-SNR ROULEMENTS,NAFRev2,nan,,RTE,DE FRANGY,74960,ANNECY,,28.15Z,"Ntn-Snr Roulements,  Rte De Frangy, 74960 Annecy",Ntn-Snr Roulements Annecy,"Route de Frangy, 74960 Annecy, France","(45.9136031, 6.0935549, 0.0)",45.9136031,6.0935549,0.0
342966942,34296694200027,1987-11-02,32,CHAUMET INTERNATIONAL SA.,NAFRev2,12,,PL,VENDOME,75001,PARIS 1,,32.12Z,"Chaumet International Sa., 12  Pl Vendome, 75001 Paris 1",Chaumet International Sa. Paris 1,"12 Place Vendôme, 75001 Paris, France","(48.8669016, 2.3301007, 0.0)",48.8669016,2.3301007,0.0
393068077,39306807700022,1994-02-01,32,CHANEL COORDINATION,NAFRev2,12,,RUE,DUPHOT,75001,PARIS 1,,14.13Z,"Chanel Coordination, 12  Rue Duphot, 75001 Paris 1",Chanel Coordination Paris 1,"31 Rue Cambon, 75001 Paris, France","(48.868201, 2.326632, 0.0)",48.868201,2.326632,0.0
542052766,54205276600079,1980-07-01,42,CHANEL,NAFRev2,29,,RUE,CAMBON,75001,PARIS 1,,14.13Z,"Chanel, 29  Rue Cambon, 75001 Paris 1",Chanel Paris 1,"31 Rue Cambon, 75001 Paris, France","(48.868201, 2.326632, 0.0)",48.868201,2.326632,0.0
160020012,16002001200011,1983-03-01,32,LA MONNAIE DE PARIS,NAFRev2,11,,QUAI,DE CONTI,75006,PARIS 6,MONNAIE DE PARIS,32.11Z,"La Monnaie De Paris, 11  Quai De Conti, 75006 Paris 6",La Monnaie De Paris 6,"11 Quai de Conti, 75006 Paris, France","(48.8566831, 2.3390526, 0.0)",48.8566831,2.3390526,0.0
379445984,37944598400055,2016-09-30,32,BEAUTE PRESTIGE INTERNATIONAL,NAFRev2,56,A,RUE,DU FAUBOURG SAINT HONORE,75008,PARIS 8,,20.42Z,"Beaute Prestige International, 56 A Rue Du Faubourg Saint Honore, 75008 Paris 8",Beaute Prestige International Paris 8,"56 Rue du Faubourg Saint-Honoré, 75008 Paris, France","(48.8696456, 2.3195294, 0.0)",48.8696456,2.3195294,0.0
562076299,56207629900048,2005-09-20,32,SOC CHLOE,NAFRev2,5,,AV,PERCIER,75008,PARIS 8,,14.13Z,"Soc Chloe, 5  Av Percier, 75008 Paris 8",Soc Chloe Paris 8,"7 Avenue Percier, 75008 Paris, France","(48.8743243, 2.3141444, 0.0)",48.8743243,2.3141444,0.0
696520410,69652041000023,1900-01-01,41,HERMES SELLIER,NAFRev2,24,,RUE,DU FAUBOURG SAINT HONORE,75008,PARIS 8,HERMES,15.12Z,"Hermes Sellier, 24  Rue Du Faubourg Saint Honore, 75008 Paris 8",Hermes Sellier Paris 8,"24 Rue du Faubourg Saint-Honoré, 75008 Paris, France","(48.8689335, 2.3216536, 0.0)",48.8689335,2.3216536,0.0
334429834,33442983400198,2016-08-22,32,CARTIER JOAILLERIE INTERNATIONAL SAS,NAFRev2,10,,RUE,ST GEORGES,75009,PARIS 9,,32.12Z,"Cartier Joaillerie International Sas, 10  Rue St Georges, 75009 Paris 9",Cartier Joaillerie International Sas Paris 9,"10 Rue Saint-Georges, 75009 Paris, France","(48.8747492, 2.3372513, 0.0)",48.8747492,2.3372513,0.0
808408074,80840807400017,2014-12-04,41,PARROT DRONES,NAFRev2,174,,QUAI,DE JEMMAPES,75010,PARIS 10,,30.30Z,"Parrot Drones, 174  Quai De Jemmapes, 75010 Paris 10",Parrot Drones Paris 10,"178 Quai de Jemmapes 174, 75010 Paris, France","(48.879024, 2.367449, 0.0)",48.879024,2.367449,0.0
353522204,35352220400059,2004-04-13,42,ASSISTANCE AERONAUTIQUE ET AEROSPATIALE,NAFRev2,10,,RUE,MERCOEUR,75011,PARIS 11,,30.30Z,"Assistance Aeronautique Et Aerospatiale, 10  Rue Mercoeur, 75011 Paris 11",Assistance Aeronautique Et Aerospatiale Paris 11,"10 Rue Mercœur, 75011 Paris, France","(48.8572848, 2.384046, 0.0)",48.8572848,2.384046,0.0
444344766,44434476600027,2004-06-29,41,EXXELIA,NAFRev2,93,,RUE,OBERKAMPF,75011,PARIS 11,,26.11Z,"Exxelia, 93  Rue Oberkampf, 75011 Paris 11",Exxelia Paris 11,"93 Rue Oberkampf, 75011 Paris, France","(48.8653981, 2.3757371, 0.0)",48.8653981,2.3757371,0.0
552088973,55208897300052,2007-06-04,32,BEIERSDORF S.A.S,NAFRev2,118,,AV,DE FRANCE,75013,PARIS 13,,20.42Z,"Beiersdorf S.A.S, 118  Av De France, 75013 Paris 13",Beiersdorf S.A.S Paris 13,"118 Avenue de France, 75013 Paris, France","(48.83110809999999, 2.376702700000001, 0.0)",48.83110809999999,2.376702700000001,0.0
331355263,33135526301267,2006-11-01,32,SOCIETE NATIONALE D'EXPLOITATION INDUSTRIELLE DES TABACS ET ALLUMETTES,NAFRev2,143,,BD,ROMAIN ROLLAND,75014,PARIS 14,,12.00Z,"Societe Nationale D'Exploitation Industrielle Des Tabacs Et Allumettes, 143  Bd Romain Rolland, 75014 Paris 14",Societe Nationale D'Exploitation Industrielle Des Tabacs Et Allumettes Paris 14,"143 Boulevard Romain Rolland, 75014 Paris, France","(48.8221889, 2.3143019, 0.0)",48.8221889,2.3143019,0.0
441133808,44113380800135,2010-11-13,41,NAVAL GROUP,NAFRev2,40,,RUE,DU DOCTEUR FINLAY,75015,PARIS 15,,30.11Z,"Naval Group, 40  Rue Du Docteur Finlay, 75015 Paris 15",Naval Group Paris 15,"40 Rue du Dr Finlay, 75732 Paris, France","(48.8515013, 2.2902173, 0.0)",48.8515013,2.2902173,0.0
483185807,48318580700052,2014-07-07,32,SOFTBANK ROBOTICS EUROPE,NAFRev2,43,,RUE,DU COLONEL PIERRE AVIA,75015,PARIS 15,,28.99B,"Softbank Robotics Europe, 43  Rue Du Colonel Pierre Avia, 75015 Paris 15",Softbank Robotics Europe Paris 15,"43 Rue du Colonel Pierre Avia, 75015 Paris, France","(48.828632, 2.2740573, 0.0)",48.828632,2.2740573,0.0
330416074,33041607400038,2012-12-10,32,PERENCO,NAFRev2,7,,RUE,DE LOGELBACH,75017,PARIS 17,,09.10Z,"Perenco, 7  Rue De Logelbach, 75017 Paris 17",Perenco Paris 17,"7 Rue de Logelbach, 75017 Paris, France","(48.881781, 2.3078654, 0.0)",48.881781,2.3078654,0.0
337545941,33754594100052,2006-04-01,41,COMPAGNIE DE DECOUPE DES VIANDES,NAFRev2,27,,BD,PEREIRE,75017,PARIS 17,,10.11Z,"Compagnie De Decoupe Des Viandes, 27  Bd Pereire, 75017 Paris 17",Compagnie De Decoupe Des Viandes Paris 17,"27 Boulevard Pereire, 75017 Paris, France","(48.8877016, 2.3105136, 0.0)",48.8877016,2.3105136,0.0
390669778,39066977800073,2014-06-23,32,CLARINS FRANCE,NAFRev2,12,,AV,DE LA PTE DES TERNES,75017,PARIS 17,,20.42Z,"Clarins France, 12  Av De La Pte Des Ternes, 75017 Paris 17",Clarins Paris 17,"12 Avenue de la Porte des Ternes, 75017 Paris, France","(48.8817263, 2.2817554, 0.0)",48.8817263,2.2817554,0.0
542070958,54207095800021,1900-01-01,32,LUBRIZOL FRANCE,NAFRev2,25,,QUAI,DE FRANCE,76100,ROUEN,,20.59Z,"Lubrizol France, 25  Quai De France, 76100 Rouen",Lubrizol Rouen,"25 Quai de France, 76000 Rouen, France","(49.4365156, 1.0588607, 0.0)",49.4365156,1.0588607,0.0
311999833,31199983300115,2004-12-23,32,ETHYPHARM,NAFRev2,nan,,CHE,DE LA POUDRIERE,76120,LE GRAND-QUEVILLY,,21.20Z,"Ethypharm,  Che De La Poudriere, 76120 Le Grand-Quevilly",Ethypharm Le Grand-Quevilly,"Chemin de la Poudrière, 76120 Le Grand-Quevilly, France","(49.3945458, 1.0523965, 0.0)",49.3945458,1.0523965,0.0
421454406,42145440600032,2007-04-30,32,BOREALIS CHIMIE,NAFRev2,nan,,RUE,DE L INDUSTRIE,76120,LE GRAND-QUEVILLY,,20.15Z,"Borealis Chimie,  Rue De L Industrie, 76120 Le Grand-Quevilly",Borealis Chimie Le Grand-Quevilly,"30 Rue de l'Industrie, 76120 Le Grand-Quevilly, France","(49.4195302, 1.0323854, 0.0)",49.4195302,1.0323854,0.0
314603051,31460305100199,1987-12-21,32,NOVANDIE,NAFRev2,19,,RUE,DE LA REPUBLIQUE,76150,MAROMME,,10.51A,"Novandie, 19  Rue De La Republique, 76150 Maromme",Novandie Maromme,"19 Rue de la République, 76150 Maromme, France","(49.4779911, 1.044013, 0.0)",49.4779911,1.044013,0.0
562036624,56203662400053,1900-01-01,32,PONTICELLI FRERES,NAFRev2,nan,,AV,DE PORT JEROME,76170,LILLEBONNE,,33.20A,"Ponticelli Freres,  Av De Port Jerome, 76170 Lillebonne",Ponticelli Freres Lillebonne,"12 Avenue de Port Jérôme, 76170 Lillebonne, France","(49.5041247, 0.5365698999999999, 0.0)",49.5041247,0.5365698999999999,0.0
662750074,66275007400012,1966-01-01,32,SOCIETE DES AUTOMOBILES ALPINE OU SAA,NAFRev2,40,,AV,DE BREAUTE,76200,DIEPPE,"""ALPINE""",29.10Z,"Societe Des Automobiles Alpine Ou Saa, 40  Av De Breaute, 76200 Dieppe",Societe Des Automobiles Alpine Ou Saa Dieppe,"40 Avenue de Breaute, 76885 Dieppe, France","(49.9121312, 1.0871208, 0.0)",49.9121312,1.0871208,0.0
344347232,34434723200029,1997-03-28,41,ORIL INDUSTRIE,NAFRev2,13,,RUE,AUGUSTE DESGENETAIS,76210,BOLBEC,,20.14Z,"Oril Industrie, 13  Rue Auguste Desgenetais, 76210 Bolbec",Oril Industrie Bolbec,"13 Rue Auguste Desgenetais, 76210 Bolbec, France","(49.5782821, 0.500873, 0.0)",49.5782821,0.500873,0.0
622009918,62200991800021,1900-01-01,41,AUTOLIV FRANCE,NAFRev2,458,,AV,DE L'EUROPE,76220,GOURNAY-EN-BRAY,,29.32Z,"Autoliv France, 458  Av De L'Europe, 76220 Gournay-En-Bray",Autoliv Gournay-En-Bray,"9 Avenue de l'Europe, 76220 Gournay-en-Bray, France","(49.4904132, 1.7294596, 0.0)",49.4904132,1.7294596,0.0
672039971,67203997100276,1900-01-01,32,DANONE PRODUITS FRAIS FRANCE,NAFRev2,nan,,RTE,DE SAVIGNY,76220,FERRIERES-EN-BRAY,,10.51C,"Danone Produits Frais France,  Rte De Savigny, 76220 Ferrieres-En-Bray",Danone Produits Frais Ferrieres-En-Bray,"Route Savignie, 76220 Ferrières-en-Bray, France","(49.478651, 1.7481827, 0.0)",49.478651,1.7481827,0.0
315710293,31571029300020,1900-01-01,32,NOVACEL,NAFRev2,27,,RUE,DOCTEUR EMILE BATAILLE,76250,DEVILLE-LES-ROUEN,,22.29B,"Novacel, 27  Rue Docteur Emile Bataille, 76250 Deville-Les-Rouen",Novacel Deville-Les-Rouen,"27 Rue Dr Emile Bataille, 76250 Déville-lès-Rouen, France","(49.46171700000001, 1.047136, 0.0)",49.46171700000001,1.047136,0.0
652044991,65204499100097,1988-09-22,32,VALLOUREC TUBES FRANCE,NAFRev2,nan,,RUE,LAVEISSIERE,76250,DEVILLE-LES-ROUEN,,24.20Z,"Vallourec Tubes France,  Rue Laveissiere, 76250 Deville-Les-Rouen",Vallourec Tubes Deville-Les-Rouen,"50 Rue Laveissière, 76250 Déville-lès-Rouen, France","(49.4668394, 1.0484141, 0.0)",49.4668394,1.0484141,0.0
501707335,50170733500045,2014-11-18,32,EINEA,NAFRev2,nan,,RUE,LAVOISIER,76260,EU,,26.30Z,"Einea,  Rue Lavoisier, 76260 Eu",Einea Eu,"Einea,  Rue Lavoisier, 76260 Eu","(50.0565867,1.4148146, 0)",50.0565867,1.4148146,0.0
650501208,65050120800013,1900-01-01,32,SEGAFREDO ZANETTI FRANCE,NAFRev2,14,,BD,INDUSTRIEL,76300,SOTTEVILLE-LES-ROUEN,,10.83Z,"Segafredo Zanetti France, 14  Bd Industriel, 76300 Sotteville-Les-Rouen",Segafredo Zanetti Sotteville-Les-Rouen,"14 Boulevard industriel, 76301 Sotteville-lès-Rouen, France","(49.4189805, 1.1056962, 0.0)",49.4189805,1.1056962,0.0
482605771,48260577100047,2005-12-31,41,SAFRAN AEROSYSTEMS,NAFRev2,4,,RUE,LESAGE MAILLE,76320,CAUDEBEC-LES-ELBEUF,,30.30Z,"Safran Aerosystems, 4  Rue Lesage Maille, 76320 Caudebec-Les-Elbeuf",Safran Aerosystems Caudebec-Les-Elbeuf,"4 Rue Lesage Maillé, 76320 Caudebec-lès-Elbeuf, France","(49.2910919, 1.0255365, 0.0)",49.2910919,1.0255365,0.0
352170013,35217001300028,1990-01-01,42,EXXONMOBIL CHEMICAL FRANCE,NAFRev2,nan,,RUE,PRESIDENT KENNEDY,76330,PORT-JEROME-SUR-SEINE,,20.14Z,"Exxonmobil Chemical France,  Rue President Kennedy, 76330 Port-Jerome-Sur-Seine",Exxonmobil Chemical Port-Jerome-Sur-Seine,"42 Avenue du Président Kennedy, 76330 Port-Jérôme-sur-Seine, France","(49.4779821, 0.5474224999999999, 0.0)",49.4779821,0.5474224999999999,0.0
379914237,37991423700027,1990-12-31,42,ESSO RAFFINAGE,NAFRev2,9033,,RUE,PRESIDENT KENNEDY,76330,PORT-JEROME-SUR-SEINE,,19.20Z,"Esso Raffinage, 9033  Rue President Kennedy, 76330 Port-Jerome-Sur-Seine",Esso Raffinage Port-Jerome-Sur-Seine,"Avenue du Président Kennedy, 76330 Port-Jérôme-sur-Seine, France","(49.4822041, 0.5420292, 0.0)",49.4822041,0.5420292,0.0
16980062,1698006200018,1900-01-01,42,POCHET DU COURVAL,NAFRev2,nan,,,LE COURVAL,76340,HODENG-AU-BOSC,,23.13Z,"Pochet Du Courval,   Le Courval, 76340 Hodeng-Au-Bosc",Pochet Du Courval Hodeng-Au-Bosc,"Rue des Illettes, 76340 Hodeng-au-Bosc, France","(49.8863709, 1.7094382, 0.0)",49.8863709,1.7094382,0.0
313151466,31315146600023,1982-01-04,32,GELAE,NAFRev2,28,,RTE,NATIONALE,76340,FOUCARMONT,,10.85Z,"Gelae, 28  Rte Nationale, 76340 Foucarmont",Gelae Foucarmont,"RD 928, 76340 Foucarmont, France","(49.85384579999999, 1.5671227, 0.0)",49.85384579999999,1.5671227,0.0
602018897,60201889700028,1900-01-01,32,FERRERO FRANCE,NAFRev2,nan,,RTE,DE DUCLAIR,76360,VILLERS-ECALLES,,10.82Z,"Ferrero France,  Rte De Duclair, 76360 Villers-Ecalles",Ferrero Villers-Ecalles,"1 Rue Pietro Ferrero, 76360 Villers-Écalles, France","(49.5340486, 0.9398715, 0.0)",49.5340486,0.9398715,0.0
422067751,42206775100020,1999-04-01,32,TOSHIBA TEC EUROPE IMAGING SYSTEMS SA,NAFRev2,nan,,,EURO-CHANNEL,76370,MARTIN-EGLISE,,28.23Z,"Toshiba Tec Europe Imaging Systems Sa,   Euro-Channel, 76370 Martin-Eglise",Toshiba Tec Europe Imaging Systems Sa Martin-Eglise,"Zone Eurochanel, 76370 Neuville-lès-Dieppe, France","(49.9263337, 1.1239522, 0.0)",49.9263337,1.1239522,0.0
542014428,54201442800164,1992-12-31,32,NESTLE FRANCE,NAFRev2,nan,,,ZONE INDUSTRIELLE,76370,ROUXMESNIL-BOUTEILLES,,10.83Z,"Nestle France,   Zone Industrielle, 76370 Rouxmesnil-Bouteilles",Nestle Rouxmesnil-Bouteilles,"Zone rouge ZI Louis Delaporte, Voie C, 76370 Rouxmesnil-Bouteilles, France","(49.90092689999999, 1.1113947, 0.0)",49.90092689999999,1.1113947,0.0
440797835,44079783500020,2002-02-01,32,ZIGNAGO VETRO BROSSE SAS,NAFRev2,34,,RUE,THEODULE GERIN,76390,VIEUX-ROUEN-SUR-BRESLE,,23.13Z,"Zignago Vetro Brosse Sas, 34  Rue Theodule Gerin, 76390 Vieux-Rouen-Sur-Bresle",Zignago Vetro Brosse Sas Vieux-Rouen-Sur-Bresle,"34 Rue Théodule Gérin, 76390 Vieux-Rouen-sur-Bresle, France","(49.8358892, 1.7194945, 0.0)",49.8358892,1.7194945,0.0
428706204,42870620400149,2007-01-01,32,SANOFI CHIMIE,NAFRev2,nan,,RUE,DE VERDUN,76410,SAINT-AUBIN-LES-ELBEUF,,21.10Z,"Sanofi Chimie,  Rue De Verdun, 76410 Saint-Aubin-Les-Elbeuf",Sanofi Chimie Saint-Aubin-Les-Elbeuf,"32 Rue de Verdun, 76410 Saint-Aubin-lès-Elbeuf, France","(49.3080611, 1.0039471, 0.0)",49.3080611,1.0039471,0.0
780129987,78012998700902,1900-01-01,51,RENAULT SAS,NAFRev2,nan,,RUE,DE TOURVILLE,76410,CLEON,,29.10Z,"Renault Sas,  Rue De Tourville, 76410 Cleon",Renault Sas Cleon,"Usine Renault de Cléon, 105 BP, 76410 Cleon, France","(49.3155132, 1.0484863, 0.0)",49.3155132,1.0484863,0.0
330730771,33073077100608,2016-01-01,32,EIFFAGE ENERGIE SYSTEMES - CLEMESSY SERVICES,NAFRev2,nan,,,PARC DES ALIZES PORTES 1 ET 2,76430,SANDOUVILLE,,33.20A,"Eiffage Energie Systemes - Clemessy Services,   Parc Des Alizes Portes 1 Et 2, 76430 Sandouville",Eiffage Energie Systemes - Clemessy Services Sandouville,"5364 voie des Sarcelles Porte 1 - ZI parc des, Route des Alizés, 76430 Sandouville, France","(49.4745157, 0.3129623, 0.0)",49.4745157,0.3129623,0.0
542070958,54207095800039,1900-01-01,32,LUBRIZOL FRANCE,NAFRev2,nan,,,ZONE INDUSTRIELLE,76430,OUDALLE,,20.59Z,"Lubrizol France,   Zone Industrielle, 76430 Oudalle",Lubrizol Oudalle,"Route du Canal de Tancarville, 76430 Oudalle, France","(49.487894, 0.272695, 0.0)",49.487894,0.272695,0.0
780129987,78012998701033,1900-01-01,42,RENAULT SAS,NAFRev2,nan,,RTE,INDUS ST ROMAIN DE COLBOSC,76430,SANDOUVILLE,,29.10Z,"Renault Sas,  Rte Indus St Romain De Colbosc, 76430 Sandouville",Renault Sas Sandouville,"76430 Saint-Romain-de-Colbosc, France","(49.528213, 0.364878, 0.0)",49.528213,0.364878,0.0
343425286,34342528600063,2009-05-06,32,PATISSERIE PASQUIER SAINT VALERY,NAFRev2,nan,,,CLERMONT,76460,SAINT-VALERY-EN-CAUX,,10.71A,"Patisserie Pasquier Saint Valery,   Clermont, 76460 Saint-Valery-En-Caux",Patisserie Pasquier Saint Valery Saint-Valery-En-Caux,"76460 Saint-Valery-en-Caux, France","(49.84868489999999, 0.7190616, 0.0)",49.84868489999999,0.7190616,0.0
326050044,32605004400055,1991-08-01,32,SILGAN DISPENSING SYSTEMS LE TREPORT,NAFRev2,15,B,RTE,NATIONALE,76470,LE TREPORT,,22.22Z,"Silgan Dispensing Systems Le Treport, 15 B Rte Nationale, 76470 Le Treport",Silgan Dispensing Systems Le Treport,"76470 Le Tréport, France","(50.056881, 1.3732369, 0.0)",50.056881,1.3732369,0.0
688202696,68820269600037,2000-06-30,32,NEMERA LE TREPORT,NAFRev2,17,,RTE,D EU,76470,LE TREPORT,,22.22Z,"Nemera Le Treport, 17  Rte D Eu, 76470 Le Treport",Nemera Le Treport,"17 Route d'Eu, 76470 Le Tréport, France","(50.0558966, 1.3951444, 0.0)",50.0558966,1.3951444,0.0
801672791,80167279100028,2015-11-16,41,VERESCENCE FRANCE,NAFRev2,nan,,RUE,DE LA MER,76470,LE TREPORT,VERESCENCE,23.19Z,"Verescence France,  Rue De La Mer, 76470 Le Treport",Verescence Le Treport,"Avenue Pierre et Marie Curie, 80350 Mers-les-Bains, France","(50.0628341, 1.3956481, 0.0)",50.0628341,1.3956481,0.0
542071329,54207132900024,1900-01-01,41,REVIMA,NAFRev2,1,,AV,DU LATHAM 47,76490,RIVES-EN-SEINE,,33.16Z,"Revima, 1  Av Du Latham 47, 76490 Rives-En-Seine",Revima Rives-En-Seine,"Rives-en-Seine, 1 Avenue du Latham 47 BP1, 76490 Rives-en-Seine, France","(49.5229683, 0.746421, 0.0)",49.5229683,0.746421,0.0
319159877,31915987700053,1995-12-01,32,THALES LAS FRANCE SAS,NAFRev2,nan,,,ZI DU MONT JARRET,76520,YMARE,,26.51A,"Thales Las France Sas,   Zi Du Mont Jarret, 76520 Ymare",Thales Las Sas Ymare,"Zone industrielle du Mont Jarret, Le Mont Jarret, 76520 Ymare, France","(49.35723249999999, 1.1745072, 0.0)",49.35723249999999,1.1745072,0.0
